id,enunciado,alternativas,respostaCorreta,area,ano,autorId,dataCriacao
Z0FBQUFBQm5wRHZjWnc5T08tWlN5bGlXbnp3czZ3aFAtY2RIc1M4LUlDNm5jbVM0Y3VfMnBtLVN3Zkx4Wkl2VURkUWtJTVR3M1hDcm5kVjJtZU84THJ6RFNNRmxSUUdrcEE9PQ==,"O crescimento das cidades promove o aumento da demanda por serviços de água tratada, esgotamento
sanitário, manejo das águas pluviais, limpeza urbana e coleta de resíduos sólidos. No Brasil, o processo
de urbanização ocorreu de forma rápida e desigual, o que resultou no agravamento de injusti ças sociais
e econômicas. Os serviços de saneamento básico considerados direitos humanos fundamentais não são
acessíveis a uma parcela signifi cati va da população, principalmente àquela em que se concentram os
segmentos populacionais em situação de vulnerabilidade.
 O atendimento integral e universalizado junto às populações periféricas e em situação de
vulnerabilidade consti tui um grande desafi o, por demandar políti cas públicas e investi mentos
subsidiados e permanentes.
Disponível em: htt ps://www.periodicos.unimontes.br/index.php/verdegrande/ arti cle/view/6018.
Acesso em: 22 jun. 2023 (adaptado) .
 Acerca do saneamento básico no Brasil, avalie as afi rmações a seguir.
I. A grave desigualdade social, evidenciada pela segregação nos espaços urbanos, é uma das
barreiras para a universalização do acesso aos serviços de saneamento básico.
II. O serviço de abastecimento de água no Brasil situa-se no mesmo patamar de fornecimento e de
infraestrutura que o sistema de coleta e tratamento do esgoto.
III. A universalização do acesso aos serviços de saneamento básico requer investi mentos em
políti cas públicas e em tecnologias sociais que priorizem a democrati zação e o atendimento às
populações em situação de vulnerabilidade.
IV. O aumento da incidência de doenças transmiti das pela água resulta não somente da
inadequação dos serviços de saneamento, mas também da precariedade das condições de
moradia da população em situação de vulnerabilidade.
 É correto apenas o que se afi rma em","[""A I e II.\nB I e IV.\nC II e III.\nD I, III e IV.\nE II, III e IV""]",3,"Agronomia ",2024,00ec1084-9db9-4f03-8dd0-06a8f10407da,2025-02-06 04:34:36.816
Z0FBQUFBQm5wRHZkalRUMDZHdDNBNGlNcUpYWFlhWEFPekFGTlpCUzlVUzd3MzRGYXB1X2pfUEs0MGQ4dlZmMzJCTzIxV1NYM0tnZ1JINHcyMV9Wb09zUFpiR0txdlpPb1E9PQ==,"A sociedade do século XXI não é mais uma sociedade disciplinar, mas, sim, uma sociedade do desempenho.
Os seus habitantes também não se chamam mais sujeitos de obediência, mas, sim, sujeitos de
desempenho e produção. São empresários de si mesmos.
 BYUNG-CHUL HAN. Sociedade do Cansaço . Petrópolis: Vozes, 2015 (adaptado).
 Considerando o texto apresentado, avalie as afi rmações a seguir.
I. Os recursos tecnológicos, como noti fi cações de mensagens em tempo real e controle da
velocidade de áudio em redes de mensagens, são fatores que podem contribuir para a
precarização das relações de trabalho na sociedade contemporânea.
II. As medidas pessoais de proteção à saúde mental e de promoção da qualidade de vida incluem
a desati vação de aplicati vos e mecanismos de noti fi cações instantâneas, bem como a fi xação de
horários para uso profi ssional e uso recreati vo das tecnologias digitais.
III. As medidas públicas de prevenção das doenças e dos danos sociais associados ao uso
excessivo dos recursos tecnológicos de comunicação envolvem estímulos ao letramento
digital, à alfabetização midiática e à regulamentação do uso de plataformas digitais no
ambiente de trabalho.
 É correto o que se afi rma em","[""A I, apenas.\nB III, apenas.\nC I e II, apenas.\nD II e III, apenas.\nE I, II e III.""]",4,"Agronomia ",2024,00ec1084-9db9-4f03-8dd0-06a8f10407da,2025-02-06 04:34:37.39
Z0FBQUFBQm5wRHZkbGJBdEQ0MTNpQUJoWEpxZUx2NGJJcVlGajl5eDhHeHEtWG82WGpCdE5HdVBtT2VUNllWLTNBU210YzZxakM4TFY3X0xzX0Vwa2EwdzJ0Zl9BVW5jYUE9PQ==,"TEXTO 1
 A Inteligência Arti fi cial (IA) generati va é capaz de criar novos dados, únicos, que possibilitam aprender
por conta própria, indo além do que a tecnologia tradicional proporciona, visto que esta precisa de
intervenção humana. Um exemplo da IA generati va é o ChatGPT, que pode gerar imagens, músicas e
textos completamente novos. Entre outras coisas, por meio da IA generati va, é possível elaborar
modelos de previsão de testes clínicos, realizar a identi fi cação de padrões em exames médicos e, ainda,
auxiliar no diagnósti co de doenças.
 Disponível em: htt ps://olhardigital.com.br/2023/07/12/internet-e-redes-sociais/ inteligencia-arti fi cial-generati va-o-que-ecomo-funciona-e-onde-usar/. Acesso em: 2 ago. 2023 (adaptado).
 TEXTO 2
 Acredita-se que a tecnologia de IA generati va será disrupti va e, portanto, capaz de alterar drasti camente
a maneira como o ser humano se relaciona com as máquinas. O uso da IA generati va pode causar
importante revolução no segmento de produção de conteúdo. Muitas dessas consequências poderão
ser maléfi cas para diversos setores da sociedade. Além do mau uso dessa tecnologia e das questões
éti cas, avalia-se que ela pode agravar a desigualdade econômico-social, tanto entre nações quanto
entre indivíduos da mesma nação.
 Disponível em: htt ps://canaltech.com.br/inteligencia-arti fi cial/o-que-e-ia-generati va/.
Acesso em: 2 ago. 2023 (adaptado).
 Considerando os textos apresentados, é correto afi rmar que a IA generati va","[""A proporciona novos recursos de linguagem que geram tecnologias capazes de realizar interações\npróprias dos seres humanos.\nB restringe o aprendizado ao que é legalmente estabelecido e úti l ao ser humano, o que facilita seu\nmodo de agir no mundo do conhecimento e do trabalho.\nC promove a igualdade econômico-social ao substi tuir o ser humano no exercício de profi ssões cujas\nati vidades sejam repeti ti vas e exijam pouco conhecimento.\nD gera pouco impacto socioeconômico em países com elevado desenvolvimento tecnológico, pois,\nneles, os processos de criação e inovação já estão bem consolidados.\nE esti mula o desenvolvimento intelectual dos seres humanos, uma vez que ela assume parte do\nconhecimento, resolvendo problemas antes delegados apenas a especialistas.""]",0,"Agronomia ",2024,00ec1084-9db9-4f03-8dd0-06a8f10407da,2025-02-06 04:34:36.943
Z0FBQUFBQm5wRHZkMGNWbDhTNEJqSk9oREtfYmJidkpuNm1ZMWVXeERRcmcya0JsRzU0Qm9xT09GdzcyNndsLUE2ZnN2OWZvZHhuQklsY3BVeC1IUEY3LVZ1cW1QN00wSVE9PQ==,"A rastreabilidade pode ser definida como o mecanismo que permite identificar a origem do produto
e seu percurso desde o campo até o consumidor final, no caso de alimentos processados ou
minimamente processados, que podem ter passado por uma ou mais transformações. Nesse sentido,
um sistema de rastreabilidade é um conjunto de medidas que possibilitam controlar e monitorar
sistematicamente todas as entradas e saídas nas unidades, sejam elas produtivas, processadoras
ou distribuidoras, a fim de garantir a origem e a qualidade do produto final. Quanto maiores forem
o número e a frequência das informações necessárias, bem como as formas de comprovação destas,
melhor será o sistema de rastreabilidade.
Disponível em: http://www.iea.sp.gov.br/out/. Acesso em: 12 jun. 2023 (adaptado).
A partir das informações apresentadas, avalie as afirmações a seguir.
I. A qualidade do sistema de rastreabilidade será melhor quanto maiores forem o número e a
frequência das informações necessárias, bem como suas formas de comprovação.
II. A rastreabilidade pode ser aplicada a qualquer tipo de cadeia produtiva, sendo que, para cada
uma dessas cadeias, haverá critérios específicos para a qualidade final do produto, que pode
ser sanitária, de pureza e orgânica, além de inúmeras outras que o mercado já exige ou pode
passar a demandar.
III. O processo de implantação de rastreabilidade tem início com uma solicitação do produtor à
entidade responsável.
É correto o que se afirma em","["" I, apenas.\nB II, apenas.\nC I e III, apenas.\nD II e III, apenas.\nE I, II e III""]",4,"Agronomia ",2024,00ec1084-9db9-4f03-8dd0-06a8f10407da,2025-02-06 04:34:37.501
Z0FBQUFBQm5wRHZkSGVtYnpzb2daeDh1SWxwcU4zUHNPblhLOXRCSWZqUXZqbVp2RUdtZVFYRm0zb0FqcGF2WWhfYnBYSVAtQ0FqWDk0TzNVenhNdDREXzByTzFRTG12VkE9PQ==,"
Recentemente, a população carcerária feminina do Brasil tornou-se a terceira maior do mundo.
A situação do encarceramento feminino por tráfi co de drogas e outras situações que circundam
o assunto foi tema de discussão da Secretaria de Políti cas sobre Drogas do Ministério da Justi ça e
Segurança Pública (Senad/MJSP), em seminário realizado em abril de 2023. O evento contou com
a parti cipação de 23 países. Segundo os dados apresentados pela Senad, a incidência penal sobre
drogas no Brasil é uma das principais causas de prisão de mulheres, chegando a 54% dos casos de
encarceramento, contra 28% dos homens, índice que impacta em aspectos como maternidade e
primeira infância.
 Disponível em: htt ps://www.gov.br/mj/pt-br/assuntos/noti cias/senad-discute-situacao-de-mulheres-encarceradasno-contexto-de-drogas-no-brasil. Acesso em: 15 jun. 2023 (adaptado).
 Acerca do tema apresentado, avalie as asserções a seguir e a relação proposta entre elas.
I. A maioria das mulheres envolvidas em ati vidades do tráfi co encontra-se em posições hierarquicamente
inferiores, sendo classifi cadas como “mulas e aviões”, o que revela a reprodução, no mercado ilegal,
da divisão sexual do trabalho observada no mercado formal.
 PORQUE
II. O sistema penal agrava a situação de vulnerabilidade das mulheres encarceradas, seja pela
invisibilização com que as trata, seja por meio da violência insti tucional que reproduz a violência
estrutural das relações sociais patriarcais.
 A respeito dessas asserções, assinale a opção correta","[""A As asserções I e II são proposições verdadeiras, e a II é uma justi fi cati va correta da I.\nB As asserções I e II são proposições verdadeiras, mas a II não é uma justi fi cati va correta da I.\nC A asserção I é uma proposição verdadeira, e a II é uma proposição falsa.\nD A asserção I é uma proposição falsa, e a II é uma proposição verdadeira.\nE As asserções I e II são proposições falsas.""]",1,"Agronomia ",2024,00ec1084-9db9-4f03-8dd0-06a8f10407da,2025-02-06 04:34:37.278
Z0FBQUFBQm5wRHZkZ2NWNXc0N3pSTzBfbXZJMnNUYXhLRVowb1ZWOVZWTF9Tekp5QXJtTFZZWE1PaU13MzBYX0QtbFF5ZG4wSlhOQkVEckRVWUdpMHVfb25McnRzMjF5ekE9PQ==,"
No Brasil, os idosos têm sido cada vez mais obrigados a permanecer no trabalho formal ou informal,
mesmo após a aposentadoria, visto que os recursos provenientes desta, na maioria dos casos,
são insufi cientes para a manutenção dos indivíduos. Um fator que pode ter agravado essa situação foi
a aprovação da reforma previdenciária de 2019, que modifi cou as regras de idade e contribuição para o
acesso ao direito ao benefí cio da aposentadoria. Tal mudança pode ter resultado em um número ainda
maior de idosos que disputam com as populações jovens e com sistemas de automação, no mercado
atual, o trabalho precarizado. Essa situação contribui para o acirramento do preconceito contra essa
faixa etária, denominado etarismo.
 Considerando o texto apresentado, avalie as afi rmações a seguir.
I. O conceito de etarismo fundamenta-se no fato de os idosos terem capacidade de
trabalho reduzida e imporem custo elevado à previdência social, o que compromete a sua
sustentabilidade econômica.
II. As ações legislati vas que visem ao prolongamento do tempo de atuação da população idosa no
mercado de trabalho devem ser acompanhadas por uma políti ca de promoção da saúde e da
qualidade de vida.
III. As ações intergeracionais no mercado de trabalho têm como premissa o desenvolvimento de
tecnologias que dotem o idoso de capacidade de trabalho equivalente à de seus colegas jovens.
 É correto o que se afi rma em
","[""A II, apenas.\nB III, apenas.\nC I e II, apenas.\nD I e III, apenas.\nE I, II e III.\n""]",0,"Agronomia ",2024,00ec1084-9db9-4f03-8dd0-06a8f10407da,2025-02-06 04:34:37.144
Z0FBQUFBQm5wRHZlMGtubjgxd1dRVVBLOFNwRXp0N182NFFLSGN6TkF0S3NCZENnWUdpRTlNaXNjZG5CRncxVG1TNDFsZkNCeDlMYlZhY3BUZmZyOWluRHFtWlRqanVkWmc9PQ==,"Em meados de 1990, o Brasil ingressou em uma intensa fase de abertura comercial, o que possibilitou o
estabelecimento de novas parcerias em todas as áreas da economia. O agronegócio acompanhou essa
tendência e passou a ocupar uma posição de destaque ainda maior no cenário internacional, em setores
como açúcar, soja, café, suco de laranja, fumo e biocombustíveis. Assim, a pauta da exportação brasileira
aumentou em diversidade de produtos, volumes negociados e mercados de destino; as importações
acompanharam esse fluxo positivo, e houve mais importações da China e dos EUA. Esse trânsito
intensificado, decorrente da globalização, evidentemente traria consequências para o aspecto sanitário.
A disseminação de pragas e doenças passou a ocorrer em velocidade e direções antes inimagináveis,
com uma gama de espécies de insetos e ácaros introduzidos acidentalmente. Nesse contexto, o desafio
que ora se apresenta é o de atuar no mercado global de modo a assegurar a sanidade agropecuária local.
Considerando o exposto e o que se refere às possíveis perdas causadas pela introdução de pragas
exóticas no Brasil, avalie as afirmações a seguir.
I. A realização de estudos e levantamentos acerca da situação das pragas existentes no Brasil é uma
estratégia de prevenção que pode ser adotada para auxiliar o País a atuar no mercado global e a
garantir sua sanidade agropecuária.
II. A rápida detecção de eventos de entrada, com uma vigilância efetiva e com condições adequadas
para ser exercida em fronteiras e nas demais portas de entrada do território brasileiro,
é um instrumento eficiente para evitar a introdução de pragas exóticas no Brasil.
III. A adoção de uma postura proativa, que envolva todos os elos do agronegócio de forma sistêmica,
deve ser utilizada como procedimento padrão na prevenção de infestação por pragas exóticas.
IV. A proibição da entrada de produtos que ofereçam risco para a agricultura brasileira é uma
medida recomendável, porque contribui para evitar a entrada de pragas exóticas no País.
É correto apenas o que se afirma em","[""A IV.\nB I e III.\nC I, II e III.\nD I, II e IV.\nE II, III e IV""]",2,"Agronomia ",2024,00ec1084-9db9-4f03-8dd0-06a8f10407da,2025-02-06 04:34:37.615
Z0FBQUFBQm5wRHZlQ1JXR0M0SzBfVmYwVmdZVDBJaG9YaHhvTnZ1bFBsWTdDTV9hSmxjU0JybjEwSE9vVWt6cTlKSnRXYjkxbGpFZWdaWW5kZmdWUVpic0ZyVjQ3YzczU0E9PQ==,"O setor agropecuário contribui fortemente para o crescimento do produto interno bruto (PIB) do Brasil,
fato que caracteriza o País como um dos maiores exportadores agrícolas mundiais. Nesse contexto,
uma política sanitária agropecuária atuante e comprometida com a segurança dos alimentos,
tanto para os consumidores internos quanto para os de países importadores, é parte integrante das
políticas públicas e privadas direcionadas ao agronegócio nacional.
Com relação ao tema tratado no texto, é correto afirmar que o alinhamento das normas nacionais com as
internacionais no âmbito do comércio internacional de alimentos busca","[""A desenvolver a capacidade de competir, em preço e qualidade, com os alimentos produzidos no exterior e\nfacilitar o comércio internacional.\nB fazer o Brasil ser mais dependente de técnicas produtivas internacionais, no que diz respeito a questões\nprodutivas internas.\nC tornar o Brasil diretamente influente nas decisões econômicas mundiais via Organização Mundial do\nComércio (OMC).\nD categorizar internamente as empresas do agronegócio brasileiro em relação à sua competitividade\ninternacional.\nE diferenciar os padrões produtivos de alto rendimento daqueles direcionados à agricultura familiar nacional.""]",0,"Agronomia ",2024,00ec1084-9db9-4f03-8dd0-06a8f10407da,2025-02-06 04:34:37.722
Z0FBQUFBQm5wRHZlWHJOYUt5dGVwY2Y1VkNPc0RGeGh6NTI0d2Z6eTl2T0lCYmhMZElzWkhlcEE1QU1tcjUxN0xTZzdGTGVwLWgyaXlSMFZZdmJySDBWRVdpMEdfUlFFLXc9PQ==,"O fluxo de caixa é uma das estratégias de planejamento financeiro na gestão de uma atividade
econômica, sendo importante em todas as cadeias produtivas do agronegócio.
A respeito desse tema, avalie as afirmações a seguir.
I. Os gastos particulares dos gestores devem ser contabilizados de forma conjunta com os gastos
da empresa, ainda que não façam parte dos custos de produção.
II. O fluxo de caixa é um instrumento de controle financeiro que permite acompanhar as
movimentações financeiras de uma empresa.
III. O fluxo de caixa demonstra a relação de entradas e saídas monetárias realizadas em
períodos determinados.
É correto o que se afirma em","[""A I, apenas.\nB II, apenas.\nC I e III, apenas.\nD II e III, apenas.\nE I, II e III""]",3,"Agronomia ",2024,00ec1084-9db9-4f03-8dd0-06a8f10407da,2025-02-06 04:34:37.825
Z0FBQUFBQm5wRHZlZmJndU1WT09fcGpOeHVSU1FJTEtRbmFJYUFVam8yQ05NUFloekFmRkhhemhXeEdaLXdNaTY5ajNwRXpCdnhJWHQtTVNVZ0NwVGtiRDV4a3Y2WUpvN2c9PQ==,"A adoção de sistemas de Integração Lavoura Pecuária Floresta (ILPF) pode trazer melhorias significativas
no que se refere à sustentabilidade socioeconômica e ambiental das propriedades. Os benefícios
econômicos trariam aumento da oferta, para determinado preço de mercado, com menores custos
de produção. Isso seria viável pela maior eficiência no uso de fertilizantes e pela menor demanda por
agroquímicos, devido à quebra do ciclo de pragas e doenças e de plantas daninhas. Trata-se de uma
possibilidade plausível de recuperar áreas degradadas.
Disponível em: https://www.embrapa.br/tema-integracao-lavoura-pecuaria-floresta-ilpf/nota-tecnica.
Acesso em: 10 jun. 2023 (adaptado).
A partir das informações apresentadas no texto, avalie as afirmações a seguir.
I. A ILPF possibilita a produção de grãos, madeira, leite ou carne na mesma área, em plantios
rotacionados e(ou) consorciados.
II. A ILPF proporciona melhor aproveitamento na utilização dos insumos de produção e da área,
a exemplo do plantio de pastagens, que, após a safra de grãos, é beneficiado com a adubação
residual da safra anterior.
III. A ILPF, em razão dos benefícios que pode gerar, é aconselhável para todas as culturas, embora
possa ocasionar a contaminação dos grãos e da pastagem por erros no processo de rotação.
IV. A ILPF proporciona melhoria do bem-estar animal e maior conforto térmico, em decorrência
da sombra das árvores e do microclima formado, o que também pode favorecer um melhor
desempenho produtivo dos animais.
É correto apenas o que se afirma em","[""A I e II.\nB I e III.\nC III e IV.\nD I, II e IV.\nE II, III e IV""]",3,"Agronomia ",2024,00ec1084-9db9-4f03-8dd0-06a8f10407da,2025-02-06 04:34:37.975
Z0FBQUFBQm5wRUpDTHlSYUNLQk9HbUhaUmhGZEpXZ2NidW5QZGU1bzRzcEtwb05CQlNjblhMRGcyX0pzZHZQbjJFY3hDNlVSejlKdTVvR1dCakhUQUwxc0xVaU9qQnQ3OUE9PQ==,"O regime internacional de mudanças climáticas, organizado no âmbito do Sistema das Nações Unidas 
há 24 anos, constitui, em essência, um arranjo institucional dinâmico e de construção permanente.  
Criado para facilitar o entendimento e promover a cooperação entre as 195 partes signatárias, é dotado 
de estrutura jurídica e organizacional próprias. A Convenção Quadro das Nações Unidas sobre mudanças 
climáticas prevê mecanismos para a solução dos conflitos e para promoção da cooperação entre os 
Estados nacionais.
 Disponível em: <http://dx.doi.org/10.18623/rvd.v14i29.996>. Acesso em: 22 jul. 2019 (adaptado).
 A partir do contexto apresentado, é correto afirmar que a Convenção Quadro das Nações Unidas sobre 
mudanças climáticas objetiva","["" estimular atores estatais e não estatais a planejar e a executar conjuntamente programas dedicados a \ngarantir a redução da interferência humana no meio ambiente"",""\n  evitar a propagação do efeito estufa por meio da criação de projetos que visem à redução das \nemissões a partir de medidas compensatórias, como plantação de árvores e melhor utilização de \nrecursos naturais"",""\n  estabelecer mecanismos flexíveis destinados a permitir que países que não utilizam toda a sua quota \nprevista de emissões vendam o seu excedente a outros que necessitam de limites maiores"",""\n  promover o princípio da responsabilidade comum e demandas diferenciadas para permitir que os \npaíses desenvolvidos alterem a média global de aumento da temperatura acordada"",""\n  assegurar a continuidade dos compromissos para que as metas de redução de emissão mantenham-se \nregulares e estáveis ao longo dos próximos vinte anos"",""""]",1,Engenharia da Computação,2019,00ec1084-9db9-4f03-8dd0-06a8f10407da,2025-02-06 05:01:54.822
Z0FBQUFBQm5wRUpEcXJnVkVHdlg4VVNsUGtuX0FGSFRmX1B3WGxmR2VGZ2FPNkVPeTVScVBIbWc0QVlpMXZpSFQwQV9fc1ZDWlN2NDg1NnlLZU5FMzdzcldNS1NaR0lhY1E9PQ==,"Um estudo recente de pesquisadores mostrou 
que os algoritmos de inteligência artificial também 
podem ser usados para prever, pelo olhar de um 
indivíduo, se ele tem chances de sofrer um ataque 
cardíaco. Os pesquisadores treinaram um sistema 
de Inteligência Artificial (IA) com exames de retina 
de 284 335 pacientes em busca de padrões nos 
cruzamentos de vasos sanguíneos para que a 
máquina aprenda a identificar os sinais indicadores 
de doenças cardiovasculares.
 Disponível em: <https://www.g1.globo.com/ciencia-e-saude/noticia/ 
2019/03/15/como-a-ia-detecta-sinais-de-doencas-que-humanos
nao-podem-enxergar.ghtml>. Acesso em 01 Jun. de 2019 (adaptado).
 Acerca do caso apresentado, avalie as afirmações 
a seguir.
 I. 
O conjunto de dados utilizado para a 
realização da técnica de reconhecimento de 
padrões corresponde aos exames de retina 
de 284 335 pacientes.
 II. A seleção de características que serão 
utilizadas como base para o reconhecimento 
de padrões equivale ao cruzamento de vasos 
sanguíneos.
 III. A classificação dos resultados corresponde a 
identificar os sinais indicadores de doenças 
cardiovasculares.
 É correto o que se afirma em","[""I, apenas."",""\nII, apenas"",""\nI e III, apenas"",""\nII e III, apenas"",""\nI, II e III"",""""]",4,Engenharia da Computação,2019,00ec1084-9db9-4f03-8dd0-06a8f10407da,2025-02-06 05:01:55.198
Z0FBQUFBQm5wRUpEd1dMRWdENHpiRy1SaDBxZkk1NU9SWkw1NG1femdYTzVJSzdKdHlmRHhXVDhYZTMzZU5qaWgtYWFGazRfWmN2SjR5SEQ3Z1NMenR3NVE0ajRxQTdhWXc9PQ==,"O esgotamento profissional, conhecido como Síndrome de Burnout, foi incluído na Classificação 
Internacional de Doenças da Organização Mundial da Saúde (OMS). Essa síndrome, que foi incluída 
no capítulo de problemas associados ao emprego ou ao desemprego, foi descrita como uma síndrome 
resultante de um estresse crônico no trabalho não administrado com êxito e caracterizado por  
três elementos: sensação de esgotamento, cinismo ou sentimentos negativos relacionados a seu 
trabalho e eficácia profissional reduzida. A nova classificação, publicada em 2018 e  aprovada durante a  
72ª Assembleia Mundial da OMS, entrará em vigor no dia 1º de janeiro de 2022. A Classificação 
Internacional de Doenças da OMS estabelece uma linguagem comum que facilita o intercâmbio de 
informações entre os profissionais da área da saúde ao redor do planeta.
 Disponível em: <https://noticias.uol.com.br/ultimas-noticias/afp/2019/05/27/oms-inclui-a-sindrome-de-burnout-na-lista-de-doencas.htm>.
 Acesso em: 06 jul. 2019 (adaptado).
 Considerando as informações apresentadas, avalie as afirmações a seguir.
 I. 
Os programas de formação de lideranças focados na obstinação e na resistência ao erro têm sido 
eficazes na redução da vulnerabilidade a esse tipo de síndrome.
 II. A compreensão dos sintomas de forma isolada do contexto sociocultural dificulta o estabelecimento 
do chamado nexo causal entre trabalho e adoecimento.
 III. As relações de trabalho onde predominam o sentido de realização profissional tendem a reforçar 
elos de coesão e reconhecimento social favoráveis à saúde psíquica.
 IV. A prevalência do protocolo clínico pautado no tratamento medicamentoso é condição determinante 
para a superação desse problema de saúde pública.
 É correto o que se afirma em","["" I, apenas"",""\n II e III, apenas"",""\n III e IV, apenas"",""\n I, II e IV, apenas"",""\n I, II, III e I"",""""]",1,Engenharia da Computação,2019,00ec1084-9db9-4f03-8dd0-06a8f10407da,2025-02-06 05:01:55.105
Z0FBQUFBQm5wRUpEM3NHeFA4MVpWbW1ZMlBJNDhSWkFMTGNNTmtucEFOVEVMZHloWFY5a09CaGRmQUd6MDItVElycXNPZG02d3ZZNkt5OERfemFJUzU4NXBIa0w2eG00bVE9PQ==,"A Internet das Coisas (Internet of Things (IoT)) 
pode ser definida como um ambiente de objetos 
f
 ísicos interconectados com a internet por meio 
de sensores/atuadores embutidos, criando um 
ecossistema de computação onipresente (ubíqua) e 
introduzindo soluções funcionais nos processos do 
dia-a-dia, sejam domésticos ou profissionais. É um 
conjunto de tecnologias e protocolos associados 
que permitem que objetos se conectem a uma 
rede de comunicações e sejam identificados e 
controlados por essa conexão. A IoT usa conceitos, 
tecnologias e soluções que envolvem sistemas 
distribuídos e redes de comunicação.
 MAGRANI, E. A internet das coisas. Rio de Janeiro:  
FGV Editora, 2018 (adaptado).
 Nesse contexto, avalie as asserções a seguir e a 
relação proposta entre elas.
 I. 
Atraso (u.t.)
 3
 4
 Em soluções e aplicações para IoT, é preciso 
garantir que essas funcionarão de forma 
consistente em um ambiente concorrente, 
onde ocorrem várias requisições ao mesmo 
recurso compartilhado.
 porQuE
 II. Em soluções atuais de IoT existe 
heterogeneidade, ou seja, dentro do mesmo 
ecossistema, uma variedade de sistemas 
operacionais, hardware, linguagens de 
programação e padrões de redes de 
comunicação são utilizados.
 A respeito dessas asserções, assinale a alternativa 
correta.","["" As asserções I e II são proposições verdadeiras, \ne a II é uma justificativa correta de I"",""\n  As asserções I e II são proposições verdadeiras, \nmas a II não é uma justificativa correta de I"",""\n  A asserção I é uma proposição verdadeira, e a II \né uma proposição falsa"",""\n  A asserção I é uma proposição falsa, e a II é uma \nproposição verdadeira"",""\n  As asserções I e II são proposições falsas"",""""]",0,Engenharia da Computação,2019,00ec1084-9db9-4f03-8dd0-06a8f10407da,2025-02-06 05:01:55.573
Z0FBQUFBQm5wRUpEMkpfbXFoTFJjVEVvb1RDRlpYQWZmU2RkWm5zMWJBUUtITm1faVU1RnA5NWxtRklJeXFvYzJuWFgtQTJDTTVpb0N4Mzc2ZlIweGhWSmlYNGY5eHBJNEE9PQ==,"O algoritmo de criptografia Data Encryption 
Standard (DES) cifra blocos de 64 bits utilizando 
chaves simétricas de 56 bits. Atualmente o DES 
não é mais considerado uma cifra segura devido 
ao pequeno número de bits utilizado para a chave. 
Para resolver o tamanho da chave, foi proposto 
o DES Triplo (3DES), que utiliza três execuções do 
DES e chaves de até 168 bits. A chave k para o 
3DES é dividida em três partes (ka, kb, kc) e cada 
uma destas partes é utilizada na execução de uma 
instância do DES.
 STALLINGS, W. Criptografia e Segurança de Redes: Princípios e práticas. 
4ª ed. São Paulo: Pearson Prentice Hall, 2008 (adaptado).
 O algoritmo DES define uma função C(m, k1)que 
cifra uma mensagem m com uma chave k1 e uma 
função (Dc, k1) que decifra uma mensagem C 
cifrada com a chave k1. Para que o 3DES seja capaz 
de decifrar mensagens cifradas com o DES, sua 
implementação deve ser","["" D(C(D(m, ka), kb), kc), sendo ka ≠ kb ≠ kc \npartes da chave usada no 3DES e ka a chave \nusada no DES"",""\n D(D(D(m, ka), kb), kc), sendo ka ≠ kb ≠ kc, partes \nda chave do 3DES e ka a chave usada no DES"",""\n D(D(D(m, ka), kb), kc), sendo ka = kb = kc, partes \nda chave do 3DES e ka a chave usada no DES"",""\n D(C(D(m, ka), kb), kc), sendo ka = kb = kc \npartes da chave usada no 3DES e ka a chave \nusada no DES"",""\nD(D(C(m, ka), kb), kc), sendo ka = kb = kc \npartes da chave usada no 3DES e ka a chave \nusada no DES""]",3,Engenharia da Computação,2019,00ec1084-9db9-4f03-8dd0-06a8f10407da,2025-02-06 05:01:55.386
